Time,Amplitude,frequency
0.875,0.0,24
0.876,-0.000631571563226796,24
0.877,-0.002525289022685673,24
0.878,-0.005678162120580921,24
0.879,-0.010085211868103183,24
0.88,-0.01573947769958206,24
0.881,-0.02263202747403692,24
0.882,-0.03075197030989818,24
0.883,-0.04008647223465589,24
0.884,-0.050620774627144205,24
0.885,-0.062338215426225974,24
0.886,-0.07522025307573199,24
0.887,-0.08924649317154343,24
0.888,-0.10439471777291398,24
0.889,-0.12064091733636828,24
0.89,-0.13795932522667398,24
0.891,-0.15632245475581863,24
0.892,-0.17570113869731452,24
0.893,-0.19606457121955434,24
0.894,-0.21738035217856944,24
0.895,-0.23961453370721708,24
0.896,-0.2627316690344256,24
0.897,-0.28669486346506035,24
0.898,-0.31146582744792894,24
0.899,-0.3370049316563093,24
0.9,-0.3632712640026795,24
0.901,-0.39022268850655306,24
0.902,-0.4178159059315697,24
0.903,-0.44600651610558173,24
0.904,-0.474749081835121,24
0.905,-0.50399719432318,24
0.906,-0.5337035399972544,24
0.907,-0.5638199686526166,24
0.908,-0.594297562813709,24
0.909,-0.6250867082150187,24
0.91,-0.6561371653011611,24
0.911,-0.6873981416443177,24
0.912,-0.7188183651759863,24
0.913,-0.750346158128903,24
0.914,-0.7819295115837401,24
0.915,-0.8135161605145491,24
0.916,-0.8450536592261851,24
0.917,-0.8764894570761891,24
0.918,-0.907770974373421,24
0.919,-0.9388456783454314,24
0.92,-0.9696611590663209,24
0.921,-1.000165205237024,24
0.922,-1.0303058797102165,24
0.923,-1.060031594652154,24
0.924,-1.0892911862345083,24
0.925,-1.1180339887498922,24
0.926,-1.146209908045395,24
0.927,-1.173769494169636,24
0.928,-1.2006640131298998,24
0.929,-1.2268455176570572,24
0.93,-1.2522669168775034,24
0.931,-1.2768820447929516,24
0.932,-1.3006457274703749,24
0.933,-1.3235138488464488,24
0.934,-1.3454434150527772,24
0.935,-1.3663926171701022,24
0.936,-1.3863208923221584,24
0.937,-1.405188983022093,24
0.9380000000000001,-1.4229589946867574,24
0.9390000000000001,-1.439594451236986,24
0.9400000000000001,-1.4550603487044804,24
0.9410000000000001,-1.4693232067688613,24
0.9420000000000001,-1.4823511181514348,24
0.9430000000000001,-1.4941137957951007,24
0.9440000000000001,-1.5045826177630972,24
0.9450000000000001,-1.5137306697925532,24
0.9460000000000001,-1.5215327854419656,24
0.9470000000000001,-1.5279655837753308,24
0.9480000000000001,-1.5330075045290625,24
0.9490000000000001,-1.5366388407113942,24
0.9500000000000001,-1.5388417685876277,24
0.9510000000000001,-1.539600375008353,24
0.9520000000000001,-1.5389006820414317,24
0.9530000000000001,-1.5367306688724347,24
0.9540000000000001,-1.533080290942137,24
0.9550000000000001,-1.527941496293474,24
0.9560000000000001,-1.521308239104468,24
0.9570000000000001,-1.5131764903875229,24
0.9580000000000001,-1.5035442458395767,24
0.9590000000000001,-1.4924115308315917,24
0.96,-1.4797804025299879,24
0.961,-1.465654949146633,24
0.962,-1.4500412863181404,24
0.963,-1.432947550619239,24
0.964,-1.4143838902191275,24
0.965,-1.3943624526937064,24
0.966,-1.3728973700106604,24
0.967,-1.3500047407084088,24
0.968,-1.3257026092938164,24
0.969,-1.3000109428876723,24
0.97,-1.2729516051506986,24
0.971,-1.2445483275267981,24
0.972,-1.2148266778440426,24
0.973,-1.1838140263176802,24
0.974,-1.151539509003026,24
0.975,-1.1180339887498951,24
0.976,-1.0833300137136563,24
0.977,-1.047461773481427,24
0.978,-1.0104650528755,24
0.979,-0.9723771834991837,24
0.98,-0.9332369930935475,24
0.981,-0.8930847527766806,24
0.982,-0.8519621222400837,24
0.983,-0.8099120929795782,24
0.984,-0.7669789296411635,24
0.985,-0.7232081095647239,24
0.986,-0.6786462606110407,24
0.987,-0.6333410973602166,24
0.988,-0.5873413557716916,24
0.989,-0.5406967263983052,24
0.99,-0.4934577862489813,24
0.991,-0.4456759293964705,24
0.992,-0.397403296428255,24
0.993,-0.34869270284063975,24
0.994,-0.2995975664773166,24
0.995,-0.250171834115042,24
0.996,-0.20046990730052672,24
0.997,-0.15054656754341766,24
0.998,-0.10045690097127477,24
0.999,-0.050256222553285976,24
